,Unnamed: 0,Title,Genre,Descrption,Descrption_Processed,Descrption_vect
275,275,Song of the Sea,"Animation, Adventure, Drama","ben, a young irish boy, and his little sister saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.","['ben', ',', 'young', 'irish', 'boy', ',', 'little', 'sister', 'saoirse', ',', 'girl', 'turn', 'seal', ',', 'go', 'adventure', 'free', 'fairy', 'save', 'spirit', 'world', '.']","ben , young irish boy , little sister saoirse , girl turn seal , go adventure free fairy save spirit world ."
276,276,The Diving Bell and the Butterfly,"Biography, Drama",the true story of elle editor jean-dominique bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,"['true', 'story', 'elle', 'editor', 'jean-dominique', 'bauby', 'suffers', 'stroke', 'live', 'almost', 'totally', 'paralyzed', 'body', ';', 'left', 'eye', ""n't"", 'paralyzed', '.']",true story elle editor jean-dominique bauby suffers stroke live almost totally paralyzed body ; left eye n't paralyzed .
277,277,The Sea Inside,"Biography, Drama","the factual story of spaniard ramon sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die.","['factual', 'story', 'spaniard', 'ramon', 'sampedro', ',', 'fought', '28', 'year', 'campaign', 'favour', 'euthanasia', 'right', 'die', '.']","factual story spaniard ramon sampedro , fought 28 year campaign favour euthanasia right die ."
278,278,Persepolis,"Animation, Biography, Drama",a precocious and outspoken iranian girl grows up during the islamic revolution.,"['precocious', 'outspoken', 'iranian', 'girl', 'grows', 'islamic', 'revolution', '.']",precocious outspoken iranian girl grows islamic revolution .
279,279,Departures,Drama,a newly unemployed cellist takes a job preparing the dead for funerals.,"['newly', 'unemployed', 'cellist', 'take', 'job', 'preparing', 'dead', 'funeral', '.']",newly unemployed cellist take job preparing dead funeral .
280,280,"Black Cat, White Cat","Comedy, Crime, Romance",matko and his son zare live on the banks of the danube river and get by through hustling and basically doing anything to make a living. in order to pay off a business debt matko agrees to marry off zare to the sister of a local gangster.,"['matko', 'son', 'zare', 'live', 'bank', 'danube', 'river', 'get', 'hustling', 'basically', 'anything', 'make', 'living', '.', 'order', 'pay', 'business', 'debt', 'matko', 'agrees', 'marry', 'zare', 'sister', 'local', 'gangster', '.']",matko son zare live bank danube river get hustling basically anything make living . order pay business debt matko agrees marry zare sister local gangster .
281,281,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance",a boy is raised by a buddhist monk in an isolated floating temple where the years pass like the seasons.,"['boy', 'raised', 'buddhist', 'monk', 'isolated', 'floating', 'temple', 'year', 'pas', 'like', 'season', '.']",boy raised buddhist monk isolated floating temple year pas like season .
282,282,The Shop Around the Corner,"Comedy, Drama, Romance","two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.","['two', 'employee', 'gift', 'shop', 'barely', 'stand', ',', 'without', 'realizing', 'falling', 'love', 'post', ""'s"", 'anonymous', 'pen', 'pal', '.']","two employee gift shop barely stand , without realizing falling love post 's anonymous pen pal ."
283,283,Elite Squad 2: The Enemy Within,"Action, Crime, Drama","after a prison riot, former-captain nascimento, now a high ranking security officer in rio de janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.","['prison', 'riot', ',', 'former-captain', 'nascimento', ',', 'high', 'ranking', 'security', 'officer', 'rio', 'de', 'janeiro', ',', 'swept', 'bloody', 'political', 'dispute', 'involves', 'government', 'official', 'paramilitary', 'group', '.']","prison riot , former-captain nascimento , high ranking security officer rio de janeiro , swept bloody political dispute involves government official paramilitary group ."
284,284,Tae Guk Gi: The Brotherhood of War,"Action, Drama, War","when two brothers are forced to fight in the korean war, the elder decides to take the riskiest missions if it will help shield the younger from battle.","['two', 'brother', 'forced', 'fight', 'korean', 'war', ',', 'elder', 'decides', 'take', 'riskiest', 'mission', 'help', 'shield', 'younger', 'battle', '.']","two brother forced fight korean war , elder decides take riskiest mission help shield younger battle ."
285,285,Central Station,Drama,"the emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.","['emotive', 'journey', 'former', 'schoolteacher', 'writes', 'letter', 'illiterate', 'people', ',', 'young', 'boy', 'whose', 'mother', 'died', ',', 'search', 'father', 'never', 'knew', '.']","emotive journey former schoolteacher writes letter illiterate people , young boy whose mother died , search father never knew ."
286,286,Titanic,"Drama, Romance","a seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated r.m.s. titanic.","['seventeen-year-old', 'aristocrat', 'fall', 'love', 'kind', 'poor', 'artist', 'aboard', 'luxurious', ',', 'ill-fated', 'r.m.s', '.', 'titanic', '.']","seventeen-year-old aristocrat fall love kind poor artist aboard luxurious , ill-fated r.m.s . titanic ."
287,287,Avatar,"Action, Adventure, Fantasy",a paraplegic marine dispatched to the moon pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"['paraplegic', 'marine', 'dispatched', 'moon', 'pandora', 'unique', 'mission', 'becomes', 'torn', 'following', 'order', 'protecting', 'world', 'feel', 'home', '.']",paraplegic marine dispatched moon pandora unique mission becomes torn following order protecting world feel home .
288,288,Knives Out,"Comedy, Crime, Drama","a detective investigates the death of the patriarch of an eccentric, combative family.","['detective', 'investigates', 'death', 'patriarch', 'eccentric', ',', 'combative', 'family', '.']","detective investigates death patriarch eccentric , combative family ."
289,289,Edge of Tomorrow,"Action, Adventure, Sci-Fi","a soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.","['soldier', 'fighting', 'alien', 'get', 'relive', 'day', ',', 'day', 'restarting', 'every', 'time', 'dy', '.']","soldier fighting alien get relive day , day restarting every time dy ."
290,290,Arrival,"Drama, Mystery, Sci-Fi",a linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,"['linguist', 'work', 'military', 'communicate', 'alien', 'lifeforms', 'twelve', 'mysterious', 'spacecraft', 'appear', 'around', 'world', '.']",linguist work military communicate alien lifeforms twelve mysterious spacecraft appear around world .
291,291,Harry Potter and the Prisoner of Azkaban,"Adventure, Family, Fantasy","harry potter, ron and hermione return to hogwarts school of witchcraft and wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.","['harry', 'potter', ',', 'ron', 'hermione', 'return', 'hogwarts', 'school', 'witchcraft', 'wizardry', 'third', 'year', 'study', ',', 'delve', 'mystery', 'surrounding', 'escaped', 'prisoner', 'pose', 'dangerous', 'threat', 'young', 'wizard', '.']","harry potter , ron hermione return hogwarts school witchcraft wizardry third year study , delve mystery surrounding escaped prisoner pose dangerous threat young wizard ."
292,292,Jojo Rabbit,"Comedy, Drama, War",a young german boy in the hitler youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a jewish girl in their home.,"['young', 'german', 'boy', 'hitler', 'youth', 'whose', 'hero', 'imaginary', 'friend', 'country', ""'s"", 'dictator', 'shocked', 'discover', 'mother', 'hiding', 'jewish', 'girl', 'home', '.']",young german boy hitler youth whose hero imaginary friend country 's dictator shocked discover mother hiding jewish girl home .
293,293,Boogie Nights,Drama,"back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.","['back', 'sex', 'safe', ',', 'pleasure', 'business', 'business', 'booming', ',', 'idealistic', 'porn', 'producer', 'aspires', 'elevate', 'craft', 'art', 'discovers', 'hot', 'young', 'talent', '.']","back sex safe , pleasure business business booming , idealistic porn producer aspires elevate craft art discovers hot young talent ."
294,294,Iron Man,"Action, Adventure, Sci-Fi","after being held captive in an afghan cave, billionaire engineer tony stark creates a unique weaponized suit of armor to fight evil.","['held', 'captive', 'afghan', 'cave', ',', 'billionaire', 'engineer', 'tony', 'stark', 'creates', 'unique', 'weaponized', 'suit', 'armor', 'fight', 'evil', '.']","held captive afghan cave , billionaire engineer tony stark creates unique weaponized suit armor fight evil ."
295,295,Star Trek,"Action, Adventure, Sci-Fi",the brash james t. kirk tries to live up to his father's legacy with mr. spock keeping him in check as a vengeful romulan from the future creates black holes to destroy the federation one planet at a time.,"['brash', 'james', 't.', 'kirk', 'try', 'live', 'father', ""'s"", 'legacy', 'mr.', 'spock', 'keeping', 'check', 'vengeful', 'romulan', 'future', 'creates', 'black', 'hole', 'destroy', 'federation', 'one', 'planet', 'time', '.']",brash james t. kirk try live father 's legacy mr. spock keeping check vengeful romulan future creates black hole destroy federation one planet time .
296,296,Mulholland Drive,"Drama, Mystery, Thriller","after a car wreck on the winding mulholland drive renders a woman amnesiac, she and a perky hollywood-hopeful search for clues and answers across los angeles in a twisting venture beyond dreams and reality.","['car', 'wreck', 'winding', 'mulholland', 'drive', 'render', 'woman', 'amnesiac', ',', 'perky', 'hollywood-hopeful', 'search', 'clue', 'answer', 'across', 'los', 'angeles', 'twisting', 'venture', 'beyond', 'dream', 'reality', '.']","car wreck winding mulholland drive render woman amnesiac , perky hollywood-hopeful search clue answer across los angeles twisting venture beyond dream reality ."
297,297,Fantastic Mr. Fox,"Animation, Adventure, Comedy",an urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"['urbane', 'fox', 'resist', 'returning', 'farm', 'raiding', 'way', 'must', 'help', 'community', 'survive', 'farmer', ""'"", 'retaliation', '.']",urbane fox resist returning farm raiding way must help community survive farmer ' retaliation .
